ParticipantNumber,OrganizationName,BirthDate,HouseholdAddressType,HouseholdPostalCode,FamilySize,TotalInHousehold,HouseholdType,FamilySetting,IncomeCategory,HouseholdEconomicStatus,TotalVisits,FirstVisitDate
19192,BGCDC Allied Branch,2010-01-04 00:00:00,Home,53716,5.0,5.0,,,"$24,999 and under",Economically Disadvantaged,1.0,2021-12-01
31080,BGCDC Allied Branch,,,,,1.0,,,,Unknown,0.0,
4468,BGCDC Taft Branch,2004-11-12 00:00:00,Home,53713,5.0,4.0,,Both Parents,Unknown,Economically Disadvantaged,0.0,
4469,BGCDC Taft Branch,2006-04-15 00:00:00,Home,53713,5.0,4.0,,Both Parents,Unknown,Economically Disadvantaged,0.0,
32579,BGCDC Walco,2006-04-15 00:00:00,Home,53713,5.0,4.0,,Both Parents,Unknown,Economically Disadvantaged,0.0,
5525,BGCDC Taft Branch,1999-12-12 00:00:00,,,,1.0,,Unknown,,Unknown,0.0,
5208,BGCDC Taft Branch,1997-11-21 00:00:00,,,,1.0,,Unknown,,Unknown,0.0,
29025,BGCDC Allied Branch,,,,,,,,,,0.0,
29026,BGCDC Allied Branch,,,,,,,,,,0.0,
3237,BGCDC Allied Branch,2003-10-10 00:00:00,Apartment,53711,,1.0,,Mother,,Unknown,0.0,
3293,BGCDC Allied Branch,2000-07-14 00:00:00,Home,53719,,1.0,,Mother,,Unknown,0.0,
1760,BGCDC Taft Branch,1995-01-28 00:00:00,Home,53713,,2.0,,,"$24,999 and under",Unknown,0.0,
6524,BGCDC Allied Branch,2010-06-16 00:00:00,Home,53593,3.0,2.0,,Mother,"$25,000-$49,999",Economically Disadvantaged,0.0,
1678,BGCDC Allied Branch,1995-03-12 00:00:00,Home,53713,,1.0,,Father,,Unknown,0.0,
18873,BGCDC Sun Prairie,1995-03-12 00:00:00,Home,53713,,1.0,,Father,,Unknown,1.0,2021-11-20
2979,BGCDC Taft Branch,1999-01-31 00:00:00,Home,53716,,1.0,,Both Parents,,Unknown,0.0,
27864,BGCDC Allied Branch,2009-06-01 00:00:00,,,,,,,,,21.0,2023-06-20
27846,BGCDC Taft Branch,2005-06-25 00:00:00,,,,,,,,,6.0,2023-06-20
28270,BGCDC Allied Branch,2009-09-06 00:00:00,,,,,,,,,5.0,2023-08-23
27845,BGCDC Taft Branch,2006-06-27 00:00:00,,,,,,,,,4.0,2023-06-20
28326,BGCDC Allied Branch,2009-09-06 00:00:00,,,,,,,,,5.0,2023-10-09
28237,BGCDC Allied Branch,2007-01-06 00:00:00,,,,,,,,,0.0,
27881,BGCDC Allied Branch,2007-10-26 00:00:00,,,,,,,,,17.0,2023-06-26
28293,BGCDC Allied Branch,2007-01-06 00:00:00,,,,,,,,,0.0,
23578,BGCDC Allied Branch,,,,,,,,,,2.0,2022-01-15
28340,BGCDC Allied Branch,,,,,,,,,,0.0,
30178,BGCDC Allied Branch,,,,,1.0,,,,Unknown,0.0,
2317,BGCDC Allied Branch,1995-12-29 00:00:00,Home,53704,,1.0,,Both Parents,,Unknown,0.0,
4303,BGCDC Allied Branch,2000-11-23 00:00:00,Home,53593,2.0,2.0,,Unknown,Unknown,Economically Disadvantaged,0.0,
4302,BGCDC Allied Branch,2000-11-04 00:00:00,Home,53593,2.0,2.0,,Unknown,Unknown,Economically Disadvantaged,0.0,
23290,BGCDC Allied Branch,1953-05-25 00:00:00,,,,,,,,,2.0,2022-01-15
20111,BGCDC Allied Branch,1953-05-25 00:00:00,,,,,,,,,2.0,2022-01-15
1761,BGCDC Allied Branch,1993-01-06 00:00:00,Home,53704,,1.0,,Mother,,Unknown,0.0,
2316,BGCDC Allied Branch,1995-07-22 00:00:00,Home,,,1.0,,Mother,,Unknown,0.0,
4410,BGCDC Taft Branch,1995-07-22 00:00:00,Home,,,1.0,,Mother,,Unknown,0.0,
661,BGCDC Allied Branch,1995-12-28 00:00:00,Home,53711,,4.0,,,"$24,999 and under",Unknown,0.0,
20967,BGCDC Allied Branch,,,,,,,,,,2.0,2022-01-15
15296,BGCDC Allied Branch,2020-04-09 00:00:00,,,,,,,,,0.0,
4115,BGCDC Taft Branch,1998-02-15 00:00:00,Home,53711,6.0,2.0,,Mother,"$24,999 and under",Economically Disadvantaged,0.0,
27275,BGCDC Sun Prairie,2020-07-03 00:00:00,Home,53590,3.0,3.0,Both Parents,Time with Both Parents,"$24,999 and under",Economically Disadvantaged,50.0,2023-02-14
27274,BGCDC Sun Prairie,2017-06-15 00:00:00,Home,53590,3.0,3.0,Both Parents,Time with Both Parents,"$24,999 and under",Economically Disadvantaged,130.0,2023-02-15
19885,BGCDC Allied Branch,2007-09-15 00:00:00,,,,2.0,,,,Unknown,2.0,2022-01-15
12292,BGCDC Sun Prairie,1981-05-25 00:00:00,,,,,,,,,0.0,
30643,BGCDC Allied Branch,2007-07-13 00:00:00,,,,1.0,,,,Unknown,1.0,2023-11-06
26387,BGCDC Allied Branch,2007-07-13 00:00:00,,,,,,,,,1.0,2022-12-14
30646,BGCDC Allied Branch,1971-11-15 00:00:00,,,,1.0,,,,Unknown,0.0,
26385,BGCDC Allied Branch,1971-07-23 00:00:00,,,,,,,,,1.0,2022-12-14
26386,BGCDC Allied Branch,2005-03-10 00:00:00,,,,,,,,,1.0,2022-12-14
6989,BGCDC Allied Branch,2002-09-26 00:00:00,Apartment,53719,3.0,2.0,,Father,,Unknown,0.0,
17996,BGCDC Sun Prairie,1959-04-07 00:00:00,,,,,,,,,0.0,
16120,BGCDC Taft Branch,1964-12-22 00:00:00,,,,,,,,,0.0,
1823,BGCDC Allied Branch,2002-02-14 00:00:00,,,,3.0,,Unknown,"$24,999 and under",Unknown,0.0,
4982,BGCDC Allied Branch,2009-04-13 00:00:00,Apartment,53719,2.0,2.0,,Unknown,"$24,999 and under",Economically Disadvantaged,0.0,
1528,BGCDC Allied Branch,1996-03-12 00:00:00,Home,53711,,1.0,,Guardian,,Unknown,0.0,
32619,BGCDC Walco,2007-05-23 00:00:00,Home,53713,3.0,3.0,,Both Parents,"$24,999 and under",Economically Disadvantaged,0.0,
4667,BGCDC Taft Branch,2007-05-23 00:00:00,Home,53713,3.0,3.0,,Both Parents,"$24,999 and under",Economically Disadvantaged,0.0,
15527,BGCDC Allied Branch,2012-06-03 00:00:00,Home,53719,5.0,4.0,Both Parents,Both Parents,"$75,000-$84,999",Economically Disadvantaged,42.0,2020-01-06
15528,BGCDC Allied Branch,2013-08-25 00:00:00,Home,53719,5.0,4.0,Both Parents,Both Parents,"$75,000-$84,999",Economically Disadvantaged,44.0,2020-01-06
9373,BGCDC Allied Branch,2010-03-20 00:00:00,Home,53719,5.0,4.0,Both Parents,Both Parents,"$75,000-$84,999",Economically Disadvantaged,33.0,2020-01-06
15531,BGCDC Allied Branch,1972-06-20 00:00:00,,,,,,,,,0.0,
18985,BGCDC Taft Branch,1976-11-20 00:00:00,Apartment,53719,,1.0,,,,Unknown,1.0,2021-11-20
26044,BGCDC Allied Branch,1976-11-20 00:00:00,,,,,,,,,1.0,2022-11-17
15201,BGCDC Allied Branch,1976-11-20 00:00:00,Apartment,53719,,1.0,,,,Unknown,4.0,2022-01-15
29788,BGCDC Allied Branch,,,,,,,,,,0.0,
31429,BGCDC Allied Branch,2011-01-01 00:00:00,,,,,,,,,2.0,2023-12-21
28217,BGCDC Taft Branch,2011-07-20 00:00:00,,,,,,,,,1.0,2023-08-22
28136,BGCDC McKenzie Regional Workforce Center,2011-07-20 00:00:00,,,,,,,,,0.0,
28218,BGCDC Taft Branch,2008-07-18 00:00:00,,,,,,,,,0.0,
28137,BGCDC McKenzie Regional Workforce Center,2008-07-18 00:00:00,,,,,,,,,0.0,
27830,BGCDC Taft Branch,,,,,,,,,,1.0,2023-08-22
28219,BGCDC Taft Branch,2005-09-25 00:00:00,,,,,,,,,1.0,2023-08-22
28138,BGCDC McKenzie Regional Workforce Center,2005-09-25 00:00:00,,,,,,,,,0.0,
20510,BGCDC Allied Branch,,,,,,,,,,2.0,2022-01-15
23227,BGCDC Allied Branch,1989-01-01 00:00:00,,,,,,,,,2.0,2022-01-15
25550,BGCDC Sun Prairie,2012-11-18 00:00:00,,,,,,,,,1.0,2022-08-18
25479,BGCDC Sun Prairie,1982-11-07 00:00:00,,,,,,,,,1.0,2022-08-18
25549,BGCDC Sun Prairie,2015-01-29 00:00:00,,,,,,,,,1.0,2022-08-18
25143,BGCDC Allied Branch,2011-07-31 00:00:00,,,,,,,,,1.0,2022-08-18
25070,BGCDC Allied Branch,1981-12-19 00:00:00,,,,,,,,,1.0,2022-08-18
24972,BGCDC Allied Branch,1981-12-19 00:00:00,,,,,,,,,0.0,
25673,BGCDC Sun Prairie,2013-12-21 00:00:00,,,,,,,,,1.0,2022-08-18
25675,BGCDC Sun Prairie,2019-08-25 00:00:00,,,,,,,,,1.0,2022-08-18
25674,BGCDC Sun Prairie,2015-09-17 00:00:00,,,,,,,,,1.0,2022-08-18
19051,BGCDC Sun Prairie,1998-04-07 00:00:00,,,,,,,,,0.0,
10556,BGCDC Taft Branch,2006-04-14 00:00:00,Apartment,53713,4.0,2.0,Two Parents,Father,"$50,000-$74,999",Economically Disadvantaged,0.0,
3181,BGCDC Allied Branch,1997-03-01 00:00:00,Home,53593,4.0,2.0,,Both Parents,"$24,999 and under",Economically Disadvantaged,0.0,
33051,BGCDC Allied Branch,2010-10-21 00:00:00,,,,,,,,,14.0,2024-06-18
26563,BGCDC Taft Branch,2015-01-30 00:00:00,,,,,,,,,1.0,2022-12-14
26562,BGCDC Taft Branch,2017-09-27 00:00:00,,,,,,,,,1.0,2022-12-14
26566,BGCDC Taft Branch,2012-09-17 00:00:00,,,,,,,,,1.0,2022-12-14
26564,BGCDC Taft Branch,2015-01-30 00:00:00,,,,,,,,,1.0,2022-12-14
26565,BGCDC Taft Branch,2009-06-23 00:00:00,,,,,,,,,1.0,2022-12-14
26490,BGCDC Taft Branch,1990-09-30 00:00:00,,,,,,,,,1.0,2022-12-14
4305,BGCDC Allied Branch,1998-10-21 00:00:00,Home,53593,2.0,3.0,,Unknown,Unknown,Economically Disadvantaged,0.0,
4304,BGCDC Allied Branch,1999-02-28 00:00:00,Home,53593,2.0,3.0,,Unknown,Unknown,Economically Disadvantaged,0.0,
3610,BGCDC Taft Branch,2002-09-15 00:00:00,Home,53713,2.0,2.0,,Mother,"$24,999 and under",Economically Disadvantaged,0.0,
6424,BGCDC Allied Branch,2002-09-15 00:00:00,Home,53713,2.0,2.0,,Mother,"$24,999 and under",Economically Disadvantaged,0.0,
4306,BGCDC Allied Branch,2000-10-03 00:00:00,Home,53593,2.0,2.0,,Unknown,Unknown,Economically Disadvantaged,0.0,
23883,BGCDC Allied Branch,1989-09-13 00:00:00,,,,,,,,,2.0,2022-01-15
21122,BGCDC Allied Branch,1989-09-13 00:00:00,,,,,,,,,2.0,2022-01-15
1313,BGCDC Taft Branch,1993-02-01 00:00:00,Home,53711,,3.0,,Both Parents,,Unknown,0.0,
20354,BGCDC Allied Branch,,,,,,,,,,2.0,2022-01-15
4470,BGCDC Taft Branch,2004-12-30 00:00:00,Home,53713,4.0,3.0,,Both Parents,Unknown,Economically Disadvantaged,0.0,
30186,BGCDC Allied Branch,2012-12-05 00:00:00,,,,1.0,,,,Unknown,0.0,
28169,BGCDC Taft Branch,1976-07-01 00:00:00,,,,,,,,,0.0,
28088,BGCDC McKenzie Regional Workforce Center,1976-07-01 00:00:00,,,,,,,,,0.0,
31471,BGCDC Allied Branch,2011-01-01 00:00:00,,,,,,,,,3.0,2023-12-21
31894,BGCDC Allied Branch,2011-01-01 00:00:00,,,,,,,,,1.0,2023-11-03
29830,BGCDC Allied Branch,,,,,,,,,,0.0,
31814,BGCDC Allied Branch,2011-01-01 00:00:00,,,,,,,,,2.0,2023-11-15
29750,BGCDC Allied Branch,,,,,,,,,,0.0,
31391,BGCDC Allied Branch,2011-01-01 00:00:00,,,,,,,,,0.0,
29624,BGCDC Allied Branch,,,,,,,,,,0.0,
31265,BGCDC Allied Branch,2011-01-01 00:00:00,,,,,,,,,0.0,
31688,BGCDC Allied Branch,2011-01-01 00:00:00,,,,,,,,,5.0,2023-11-06
29700,BGCDC Allied Branch,,,,,,,,,,0.0,
31341,BGCDC Allied Branch,2011-01-01 00:00:00,,,,,,,,,1.0,2023-12-14
31764,BGCDC Allied Branch,2011-01-01 00:00:00,,,,,,,,,3.0,2023-12-11
5833,BGCDC Taft Branch,1997-12-15 00:00:00,,,,1.0,,Unknown,,Unknown,0.0,
26577,BGCDC Taft Branch,2013-12-07 00:00:00,,,,,,,,,1.0,2022-12-14
25567,BGCDC Sun Prairie,2013-12-07 00:00:00,,,,,,,,,1.0,2022-08-18
26578,BGCDC Taft Branch,2020-08-17 00:00:00,,,,,,,,,1.0,2022-12-14
8037,BGCDC Taft Branch,1999-09-06 00:00:00,,,,2.0,,,,Unknown,0.0,
29457,BGCDC Allied Branch,,,,,,,,,,0.0,
6829,BGCDC Allied Branch,2010-03-15 00:00:00,Apartment,53711,5.0,2.0,,Both Parents,Unknown,Economically Disadvantaged,0.0,
18777,BGCDC Allied Branch,2000-12-19 00:00:00,Apartment,53711,,1.0,,,,Unknown,1.0,2021-10-23
23615,BGCDC Allied Branch,1968-03-02 00:00:00,,,,,,,,,2.0,2022-01-15
4308,BGCDC Allied Branch,2000-06-29 00:00:00,Home,53593,2.0,2.0,,Unknown,Unknown,Economically Disadvantaged,0.0,
25683,BGCDC Sun Prairie,2007-06-08 00:00:00,,,,,,,,,1.0,2022-08-18
26556,BGCDC Taft Branch,2010-07-05 00:00:00,,,,,,,,,1.0,2022-12-14
26557,BGCDC Taft Branch,2010-07-05 00:00:00,,,,,,,,,1.0,2022-12-14
24916,BGCDC Taft Branch,2008-12-06 00:00:00,,,,,,,,,0.0,
17998,BGCDC Sun Prairie,1984-01-27 00:00:00,,,,,,,,,0.0,
17997,BGCDC Sun Prairie,1983-06-24 00:00:00,,,,,,,,,0.0,
5229,BGCDC Taft Branch,1995-11-07 00:00:00,,,,1.0,,Unknown,,Unknown,0.0,
7570,BGCDC Taft Branch,1998-12-07 00:00:00,,,,2.0,,,,Unknown,0.0,
19109,BGCDC Allied Branch,2012-11-23 00:00:00,Home,53713,4.0,3.0,,,"$25,000-$49,999",Economically Disadvantaged,1.0,2021-12-18
19110,BGCDC Allied Branch,2009-10-09 00:00:00,Home,53713,4.0,3.0,,,"$25,000-$49,999",Economically Disadvantaged,1.0,2021-12-18
17321,BGCDC Taft Branch,1982-11-07 00:00:00,,,,,,,,,0.0,
27644,BGCDC Allied Branch,2008-01-10 00:00:00,,,,,,,,,0.0,
33088,BGCDC Taft Branch,2008-01-10 00:00:00,,,,,,,,,9.0,2024-06-20
14137,BGCDC Taft Branch,2009-05-31 00:00:00,,,,,,,,,0.0,
32510,BGCDC Walco,2013-12-22 00:00:00,,,,,,,,,1.0,2024-03-28
32509,BGCDC Walco,2011-05-31 00:00:00,,,,,,,,,1.0,2024-03-28
3234,BGCDC Allied Branch,2003-04-03 00:00:00,Home,53713,3.0,3.0,Both Parents,Both Parents,"$25,000-$49,999",Economically Disadvantaged,0.0,
32508,BGCDC Walco,2006-11-29 00:00:00,,,,,,,,,1.0,2024-03-28
7292,BGCDC Taft Branch,1998-12-24 00:00:00,,,,2.0,,,,Unknown,0.0,
25652,BGCDC Sun Prairie,2010-09-09 00:00:00,,,,,,,,,1.0,2022-08-18
4538,BGCDC Taft Branch,2002-05-19 00:00:00,Home,53704,6.0,6.0,,Both Parents,"$25,000-$49,999",Economically Disadvantaged,0.0,
4539,BGCDC Taft Branch,2001-04-29 00:00:00,Home,53704,6.0,6.0,,Both Parents,"$25,000-$49,999",Economically Disadvantaged,0.0,
4537,BGCDC Taft Branch,2007-02-01 00:00:00,Home,53704,6.0,6.0,,Both Parents,"$25,000-$49,999",Economically Disadvantaged,0.0,
32594,BGCDC Walco,2007-02-01 00:00:00,Home,53704,6.0,6.0,,Both Parents,"$25,000-$49,999",Economically Disadvantaged,0.0,
6460,BGCDC Allied Branch,2003-05-16 00:00:00,Apartment,53719,4.0,4.0,,Mother,"$24,999 and under",Economically Disadvantaged,0.0,
23473,BGCDC Allied Branch,1957-11-02 00:00:00,,,,,,,,,2.0,2022-01-15
26404,BGCDC Allied Branch,2009-04-11 00:00:00,,,,,,,,,1.0,2022-12-14
26405,BGCDC Allied Branch,2011-04-07 00:00:00,,,,,,,,,1.0,2022-12-14
26403,BGCDC Allied Branch,2007-06-01 00:00:00,,,,,,,,,1.0,2022-12-14
11092,BGCDC Allied Branch,2007-06-01 00:00:00,Apartment,53713,4.0,1.0,,Mother Only,"$24,999 and under",Economically Disadvantaged,0.0,
11129,BGCDC Taft Branch,2007-06-01 00:00:00,Apartment,53713,4.0,1.0,,Mother Only,"$24,999 and under",Economically Disadvantaged,27.0,2020-11-02
18681,BGCDC Allied Branch,2014-11-26 00:00:00,Home,53711,,1.0,,,,Unknown,1.0,2021-09-04
19167,BGCDC Allied Branch,1993-05-05 00:00:00,,,,,,,,,2.0,2021-12-18
7200,BGCDC Taft Branch,2000-11-17 00:00:00,Apartment,53562,2.0,2.0,,Unknown,Unknown,Economically Disadvantaged,0.0,
5884,BGCDC Allied Branch,2000-11-17 00:00:00,Apartment,53562,2.0,2.0,,Unknown,Unknown,Economically Disadvantaged,0.0,
2876,BGCDC Allied Branch,1996-07-09 00:00:00,Home,,,1.0,,Both Parents,,Unknown,0.0,
4497,BGCDC Taft Branch,2001-06-01 00:00:00,Home,53713,4.0,4.0,,Grandparents,"$24,999 and under",Economically Disadvantaged,0.0,
4498,BGCDC Taft Branch,1999-07-23 00:00:00,Home,53713,4.0,4.0,,Grandparents,"$24,999 and under",Economically Disadvantaged,0.0,
21224,BGCDC Allied Branch,1990-02-01 00:00:00,,,,,,,,,2.0,2022-01-15
21946,BGCDC Allied Branch,1957-09-01 00:00:00,,,,,,,,,2.0,2022-01-15
1890,BGCDC Allied Branch,2002-02-08 00:00:00,Home,53711,,1.0,,Mother,,Unknown,0.0,
2341,BGCDC Allied Branch,1995-01-07 00:00:00,Home,53593,,1.0,,Both Parents,,Unknown,0.0,
23705,BGCDC Allied Branch,,,,,,,,,,2.0,2022-01-15
23704,BGCDC Allied Branch,1979-11-15 00:00:00,,,,,,,,,2.0,2022-01-15
6572,BGCDC Taft Branch,1999-03-11 00:00:00,,,,2.0,,,,Unknown,0.0,
7302,BGCDC Taft Branch,1998-10-23 00:00:00,,,,2.0,,,,Unknown,0.0,
21992,BGCDC Allied Branch,1944-09-01 00:00:00,,,,,,,,,2.0,2022-01-15
21993,BGCDC Allied Branch,,,,,,,,,,2.0,2022-01-15
8581,BGCDC Taft Branch,2001-07-12 00:00:00,,,,2.0,,,,Unknown,0.0,
23347,BGCDC Allied Branch,,,,,,,,,,2.0,2022-01-15
22265,BGCDC Allied Branch,1955-07-13 00:00:00,,,,,,,,,2.0,2022-01-15
15552,BGCDC Allied Branch,2009-04-11 00:00:00,,,,,,,,,0.0,
29027,BGCDC Allied Branch,,,,,,,,,,0.0,
29468,BGCDC Allied Branch,,,,,,,,,,0.0,
29540,BGCDC Allied Branch,,,,,,,,,,0.0,
30253,BGCDC Allied Branch,1982-01-04 00:00:00,,,,1.0,,,,Unknown,0.0,
2623,BGCDC Taft Branch,2000-12-03 00:00:00,Home,53713,,1.0,,Mother,,Unknown,0.0,
29029,BGCDC Allied Branch,,,,,,,,,,0.0,
17282,BGCDC Taft Branch,1986-06-19 00:00:00,,,,,,,,,0.0,
29028,BGCDC Allied Branch,,,,,,,,,,0.0,
29509,BGCDC Allied Branch,,,,,,,,,,0.0,
23228,BGCDC Allied Branch,1975-11-05 00:00:00,,,,,,,,,2.0,2022-01-15
3252,BGCDC Allied Branch,2003-08-31 00:00:00,Home,53713,,1.0,,Both Parents,,Unknown,0.0,
1717,BGCDC Allied Branch,1993-05-03 00:00:00,Home,,,1.0,,Both Parents,,Unknown,0.0,
7314,BGCDC Taft Branch,1999-06-02 00:00:00,,,,2.0,,,,Unknown,0.0,
14408,BGCDC Allied Branch,1974-05-20 00:00:00,Apartment,53711,3.0,4.0,Both Parents,Both Parents,"$24,999 and under",Economically Disadvantaged,1.0,2021-12-18
30908,BGCDC Allied Branch,,,,,1.0,,,,Unknown,0.0,
18701,BGCDC Allied Branch,,Home,53711,4.0,3.0,,Both Parents,"$25,000-$49,999",Economically Disadvantaged,1.0,2021-09-04
30682,BGCDC Allied Branch,1975-11-05 00:00:00,,,,1.0,,,,Unknown,0.0,
22263,BGCDC Allied Branch,1991-07-09 00:00:00,,,,,,,,,0.0,
20155,BGCDC Allied Branch,1974-05-20 00:00:00,,,,,,,,,0.0,
6970,BGCDC Allied Branch,,Apartment,53711,4.0,5.0,,Both Parents,"$24,999 and under",Economically Disadvantaged,0.0,
7656,BGCDC Taft Branch,1999-08-22 00:00:00,,,,2.0,,,,Unknown,0.0,
2535,BGCDC Allied Branch,2003-08-31 00:00:00,Home,53711,,1.0,,Mother,,Unknown,0.0,
2534,BGCDC Allied Branch,2001-12-11 00:00:00,Home,53711,,1.0,,Mother,,Unknown,0.0,
10841,BGCDC Allied Branch,2004-06-23 00:00:00,Work,53704,3.0,1.0,Single Parent,Mother,"$24,999 and under",Economically Disadvantaged,0.0,
22217,BGCDC Allied Branch,1980-07-03 00:00:00,,,,,,,,,2.0,2022-01-15
893,BGCDC Allied Branch,1997-07-27 00:00:00,Home,53711,,2.0,,,,Unknown,0.0,
23308,BGCDC Allied Branch,1967-03-21 00:00:00,,,,,,,,,2.0,2022-01-15
2748,BGCDC Allied Branch,2003-11-11 00:00:00,Apartment,,,1.0,,Mother,,Unknown,0.0,
29281,BGCDC Allied Branch,,,,,,,,,,0.0,
29567,BGCDC Allied Branch,,,,,,,,,,0.0,
20642,BGCDC Allied Branch,1967-03-23 00:00:00,,,,,,,,,2.0,2022-01-15
4056,BGCDC Taft Branch,2003-08-23 00:00:00,Home,53713,3.0,4.0,,Mother,"$24,999 and under",Economically Disadvantaged,0.0,
5885,BGCDC Allied Branch,2000-02-20 00:00:00,Apartment,53711,2.0,2.0,,Unknown,Unknown,Economically Disadvantaged,0.0,
30909,BGCDC Allied Branch,,,,,1.0,,,,Unknown,0.0,
329,BGCDC Allied Branch,1995-09-16 00:00:00,Home,53711,7.0,6.0,,Mother,"$24,999 and under",Economically Disadvantaged,0.0,
2225,BGCDC Taft Branch,1995-09-16 00:00:00,Home,53711,7.0,6.0,,Mother,"$24,999 and under",Economically Disadvantaged,0.0,
2176,BGCDC Taft Branch,1993-08-01 00:00:00,Home,53711,3.0,5.0,,Mother,"$24,999 and under",Economically Disadvantaged,0.0,
328,BGCDC Allied Branch,1993-08-01 00:00:00,Home,53711,7.0,6.0,,Mother,"$24,999 and under",Economically Disadvantaged,0.0,
32166,BGCDC Walco,2010-02-12 00:00:00,,,,,,,,,7.0,2024-01-29
32511,BGCDC Walco,2007-07-25 00:00:00,,,,,,,,,1.0,2024-03-28
3155,BGCDC Allied Branch,1996-01-04 00:00:00,,,,2.0,,Guardian,"$24,999 and under",Unknown,0.0,
676,BGCDC Taft Branch,1994-11-20 00:00:00,,,,2.0,,Other,,Unknown,0.0,
11659,BGCDC Walco,2014-01-15 00:00:00,,,,,,,,,17.0,2021-10-09
167,BGCDC Taft Branch,1992-05-05 00:00:00,Home,53704,4.0,4.0,,Mother,"$24,999 and under",Economically Disadvantaged,0.0,
1155,BGCDC Taft Branch,1989-04-10 00:00:00,,,,4.0,,Unknown,,Unknown,0.0,
17827,BGCDC Walco,2012-05-16 00:00:00,,,,,,,,,20.0,2021-10-09
1154,BGCDC Taft Branch,1992-09-07 00:00:00,,,,4.0,,Unknown,,Unknown,0.0,
1219,BGCDC Allied Branch,1993-09-07 00:00:00,Home,53711,,2.0,,Mother,"$24,999 and under",Unknown,0.0,
2401,BGCDC Taft Branch,1990-08-24 00:00:00,Home,53711,3.0,5.0,,Mother,"$24,999 and under",Economically Disadvantaged,0.0,
29341,BGCDC Allied Branch,,,,,,,,,,0.0,
1337,BGCDC Taft Branch,1991-02-19 00:00:00,Home,53711,,7.0,,Unknown,"$24,999 and under",Unknown,0.0,
4309,BGCDC Allied Branch,2014-11-20 00:00:00,Apartment,53593,2.0,2.0,,Time with Both Parents,Unknown,Economically Disadvantaged,0.0,
7056,BGCDC Allied Branch,2006-09-08 00:00:00,Home,53716,4.0,3.0,,Other,,Unknown,0.0,
86,BGCDC Taft Branch,1990-05-07 00:00:00,Home,53713,4.0,3.0,,Mother,"$24,999 and under",Economically Disadvantaged,0.0,
30807,BGCDC Allied Branch,2015-11-07 00:00:00,,,,1.0,,,,Unknown,0.0,
1338,BGCDC Taft Branch,1986-04-29 00:00:00,Home,53711,,7.0,,Unknown,"$24,999 and under",Unknown,0.0,
33170,BGCDC Taft Branch,2009-12-11 00:00:00,,,,,,,,,9.0,2024-07-08
7058,BGCDC Allied Branch,2007-08-28 00:00:00,Home,53716,4.0,3.0,,Other,,Unknown,0.0,
85,BGCDC Taft Branch,1993-03-18 00:00:00,Home,53713,4.0,3.0,,Mother,"$24,999 and under",Economically Disadvantaged,0.0,
14238,BGCDC Sun Prairie,2003-02-15 00:00:00,,,,,,,,,0.0,
11660,BGCDC Walco,2015-08-17 00:00:00,,,,,,,,,16.0,2021-10-09
14241,BGCDC Sun Prairie,2003-09-13 00:00:00,,,,,,,,,0.0,
28525,BGCDC Allied Branch,,,,,,,,,,0.0,
29477,BGCDC Allied Branch,,,,,,,,,,0.0,
2356,BGCDC Allied Branch,1995-03-17 00:00:00,Home,53704,,1.0,,Mother,,Unknown,0.0,
29030,BGCDC Allied Branch,,,,,,,,,,0.0,
3236,BGCDC Allied Branch,2001-06-30 00:00:00,Apartment,53711,,1.0,,Both Parents,,Unknown,0.0,
33052,BGCDC Allied Branch,2010-04-17 00:00:00,Home,53593,4.0,1.0,Both Parents,Both Parents,"$85,000 and above",Economically Disadvantaged,14.0,2024-06-18
6238,BGCDC Taft Branch,2006-03-10 00:00:00,Home,53713,,1.0,,Mother,,Unknown,0.0,
32789,BGCDC Walco,2006-03-10 00:00:00,Home,53713,,1.0,,Mother,,Unknown,0.0,
14895,BGCDC Allied Branch,2007-12-10 00:00:00,,,,,,,,,0.0,
1851,BGCDC Taft Branch,,,,,1.0,,,,Unknown,0.0,
15034,BGCDC Allied Branch,2020-08-07 00:00:00,,,,,,,,,0.0,
3166,BGCDC Allied Branch,2004-10-10 00:00:00,Home,53711,4.0,2.0,,Both Parents,"$24,999 and under",Economically Disadvantaged,0.0,
3652,BGCDC Allied Branch,2004-10-10 00:00:00,Apartment,53711,5.0,3.0,,Both Parents,"$24,999 and under",Economically Disadvantaged,0.0,
14896,BGCDC Allied Branch,2010-09-10 00:00:00,,,,,,,,,0.0,
16441,BGCDC Allied Branch,2005-12-07 00:00:00,Apartment,53704,6.0,2.0,,Both Parents,"$25,000-$49,999",Economically Disadvantaged,82.0,2021-02-04
19891,BGCDC Allied Branch,2007-07-13 00:00:00,,,,2.0,Both Parents,Both Parents,"$85,000 and above",Unknown,2.0,2022-01-15
5886,BGCDC Allied Branch,2000-06-05 00:00:00,Home,53719,6.0,3.0,Single Parent,Mother Only,"$24,999 and under",Economically Disadvantaged,0.0,
3712,BGCDC Taft Branch,1996-07-05 00:00:00,Home,53713,,1.0,,Mother,,Unknown,0.0,
2149,BGCDC Allied Branch,1996-07-05 00:00:00,Home,53713,,1.0,,Mother,,Unknown,0.0,
21333,BGCDC Allied Branch,,,,,,,,,,2.0,2022-01-15
22224,BGCDC Allied Branch,1990-01-15 00:00:00,,,,,,,,,2.0,2022-01-15
21332,BGCDC Allied Branch,,,,,,,,,,2.0,2022-01-15
